Family,Genus,Sp1,Author1,Rank1,Sp2,Author2,Rank2,Sp3,Author3,TaxStat,Accepted,Ecology
Berberidaceae,Berberis,aristata,DC.,,,,,,,Accepted,,Not indigenous; Naturalised
Orchidaceae,Disa,tenuifolia,Sw.,,,,,,,Accepted,,Indigenous; Endemic
Lamiaceae,Ocimum,canum,Sims,,,,,,,Synonym,Ocimum americanum L. var. americanum,Present
Poaceae,Eragrostis,rigidior,Pilg.,,,,,,,Accepted,,Indigenous
Iridaceae,Ixia,duckittiae,L.Bolus,,,,,,,Synonym,Ixia maculata L.,Indigenous
Hyacinthaceae,Litanthus,pusillus,Harv.,,,,,,,Synonym,Drimia uniflora J.C.Manning & Goldblatt,Indigenous
Strelitziaceae,Strelitzia,sp.,,,,,,,,Genus level,,
Verbenaceae,Priva,cordifolia,(L.f.) Druce,var.,australis,Moldenke,,,,Synonym,Priva flabelliformis (Moldenke) R.Fern.,Indigenous
Asteraceae,Senecio,arniciflorus,DC.,,,,,,,Accepted,,Indigenous; Endemic
Apocynaceae,Huernia,confusa,E.Phillips,,,,,,,Synonym,Huernia zebrina N.E.Br. subsp. insigniflora (C.A.Maass) Bruyns,Indigenous
Asparagaceae,Protasparagus,oxyacanthus,(Baker) Oberm.,,,,,,,Synonym,Asparagus oxyacanthus Baker,Present
Aizoaceae,Conophytum,subrisum,(N.E.Br.) N.E.Br.,,,,,,,Synonym,Conophytum pageae (N.E.Br.) N.E.Br.,Present
Acanthaceae,Dicliptera,paniculata,(Forssk.) I.Darbysh.,,,,,,,Accepted,,Indigenous
Ericaceae,Erica,multiflexuosa,E.G.H.Oliv.,,,,,,,Accepted,,Indigenous; Endemic
Poaceae,Spartina,alterniflora,Loisel.,,,,,,,Accepted,,Not indigenous; Naturalised; Invasive; Eradicated
Aizoaceae,Nycteranthus,strictus,(L.Bolus) Schwantes,,,,,,,Synonym,Mesembryanthemum spinuliferum Haw.,Indigenous
Lobeliaceae,Rapuntium,bellidifolium,C.Presl,var.,brevidens,C.Presl,,,,Synonym,Lobelia flaccida (C.Presl) A.DC. subsp. flaccida,Indigenous
Scrophulariaceae,Phyllopodium,pubiflorum,Hilliard,,,,,,,Accepted,,Indigenous; Endemic
Oleaceae,Olea,nigra,Loisel.,,,,,,,Synonym,Olea capensis L. subsp. capensis,
Cyperaceae,Carex,distincta,(Kukkonen) Luceno & Martin-Bravo,,,,,,,Accepted,,Indigenous
Ericaceae,Blaeria,sagittata,(Klotzsch ex Benth.) Alm & T.C.E.Fr.,,,,,,,Synonym,Erica sagittata Klotzsch ex Benth.,Present
Geraniaceae,Monsonia,emarginata,(L.f.) L'Her.,,,,,,,Accepted,,Indigenous; Endemic
Fabaceae,Hoffmannseggia,burchellii,(DC.) Benth. ex Oliv.,subsp.,burchellii,,,,,Synonym,Pomaria burchellii (DC.) B.B.Simpson & G.P.Lewis subsp. burchellii,Indigenous
Acanthaceae,Dicliptera,micranthes,Nees,,,,,,,Synonym,Dicliptera verticillata (Forssk.) C.Chr.,
Fabaceae,Lotononis,involucrata,(P.J.Bergius) Benth.,subsp.,peduncularis,(E.Mey.) B.-E.van Wyk,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Conophytum,uviforme,(Haw.) N.E.Br.,forma,framesii,(Lavis) Tischer,,,,Synonym,Conophytum uviforme (Haw.) N.E.Br. subsp. uviforme,Present
Apocynaceae,Asclepias,cancellata,Burm.f.,,,,,,,Synonym,Gomphocarpus cancellatus (Burm.f.) Bruyns,Present
Orchidaceae,Orthochilus,chloranthus,(Schltr.) Bytebier,,,,,,,Accepted,,Indigenous
Fabaceae,Acacia,retinodes,Schltdl.,,,,,,,Accepted,,Not indigenous; Cultivated; Naturalised
Cucurbitaceae,Kedrostis,gracilis,R.Fern.,,,,,,,Synonym,Cucumis cinereus (Cogn.) Ghebret. & Thulin,
Poaceae,Pentameris,sp.,,,,,,,,Genus level,,
Euphorbiaceae,Alchornea,laxiflora,(Benth.) Pax & K.Hoffm.,,,,,,,Accepted,,Indigenous
Fabaceae,Argyrolobium,sankeyi,Dummer,,,,,,,Accepted,,Indigenous; Endemic
Boraginaceae,Lobostemon,inconspicuus,Levyns,,,,,,,Synonym,Lobostemon capitatus (L.) H.Buek,Indigenous
Acanthaceae,Acanthopsis,hoffmannseggiana,(Nees) C.B.Clarke,,,,,,,Accepted,,Indigenous
Proteaceae,Protea,rhodantha,Hook.f.,var.,falcata,Beard,,,,Synonym,Protea caffra Meisn. subsp. falcata (Beard) Lotter,Indigenous
Molluginaceae,Pharnaceum,subtile,E.Mey.,,,,,,,Accepted,,Indigenous
Fabaceae,Aspalathus,horizontalis,(R.Dahlgren) R.Dahlgren,,,,,,,Accepted,,Indigenous; Endemic
Iridaceae,Hesperantha,scopulosa,Hilliard & B.L.Burtt,,,,,,,Accepted,,Indigenous
Euphorbiaceae,Euphorbia,grandicornis,J.Weiss,,,,,,,Synonym,Euphorbia grandicornis Blanc,
Asteraceae,Gnaphalium,pauciflorum,DC.,,,,,,,Accepted,,Indigenous; Endemic
Oleaceae,Olea,chrysophylla,Lam.,var.,euchrysophylla,A.Chev.,,,,Synonym,Olea europaea L. subsp. cuspidata (Wall. ex G.Don) Cif.,
Aizoaceae,Lampranthus,magnificus,(L.Bolus) N.E.Br.,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Eriocephalus,racemosus,L.,var.,racemosus,,,,,Accepted,,Indigenous; Endemic
Ranunculaceae,Knowltonia,transvaalensis,Szyszyl.,var.,filifolia,H.Rasm.,,,,Synonym,Anemone transvaalensis (Szyszyl.) Burtt Davy var. filifolia (H.Rasm.) J.C.Manning & Goldblatt,Indigenous; Endemic
Aizoaceae,Tetragonia,sarcophylla,Fenzl,,,,,,,Accepted,,Indigenous; Endemic
Asphodelaceae,Haworthia,marginata,(Lam.) Stearn,,,,,,,Synonym,Tulista marginata (Lam.) G.D.Rowley,Indigenous; Endemic
Iridaceae,Moraea,insolens,Goldblatt,,,,,,,Accepted,,Indigenous; Endemic
Proteaceae,Sorocephalus,alopecurus,Rourke,,,,,,,Accepted,,Indigenous; Endemic
Araliaceae,Schefflera,sp.,,,,,,,,Genus level,,
Gentianaceae,Chironia,palustris,Burch.,subsp.,palustris,,,,,Accepted,,Indigenous
Convolvulaceae,Calystegia,soldanella,(L.) R.Br. ex Roem. & Schult.,,,,,,,Accepted,,Not indigenous; Naturalised
Asteraceae,Dicoma,tomentosa,Cass.,,,,,,,Accepted,,Indigenous
Fabaceae,Otholobium,bowieanum,(Harv.) C.H.Stirt.,,,,,,,Accepted,,Indigenous; Endemic
Iridaceae,Moraea,namaquana,(Goldblatt) Goldblatt,,,,,,,Accepted,,Indigenous; Endemic
Scrophulariaceae,Nemesia,pinnata,(L.f.) E.Mey. ex Benth.,,,,,,,Accepted,,Indigenous; Endemic
Convolvulaceae,Dichondra,sp.,,,,,,,,Genus level,,
Solanaceae,Solanum,geniculatum,Drege ex Dunal,,,,,,,Synonym,Solanum africanum Mill.,Indigenous
Pedaliaceae,Harpagophytum,sp.,,,,,,,,Genus level,,
Asphodelaceae,Haworthia,transiens,(Poelln.) M.Hayashi,var.,florens,(M.Hayashi) Breuer,,,,Synonym,Haworthia cooperi Baker var. isabellae (Poelln.) M.B.Bayer,Indigenous
Fabaceae,Leobordea,benthamiana,(Dummer) B.-E.van Wyk & Boatwr.,,,,,,,Accepted,,Indigenous; Endemic
Agavaceae,Chlorophytum,krookianum,Zahlbr.,,,,,,,Accepted,,Indigenous
Poaceae,Andropogon,eucomus,Nees,,,,,,,Accepted,,Indigenous
Splachnaceae,Tayloria,sp.,,,,,,,,Genus level,,
Scrophulariaceae,Selago,chalarantha,Hilliard,,,,,,,Accepted,,Indigenous; Endemic
Myrsinaceae,Anagallis,pumila,Sw.,,,,,,,Synonym,Lysimachia ovalis (Ruiz & Pav.) U.Manns & Anderb.,Not indigenous; Naturalised
Asteraceae,Lapsana,sp.,,,,,,,,Genus level,,
Amaryllidaceae,Amaryllis,bulbisperma,Burm.f.,,,,,,,Synonym,Crinum bulbispermum (Burm.f.) Milne-Redh. & Schweick.,Indigenous
Euphorbiaceae,Tithymalus,tuberosus,(L.) Hill,,,,,,,Synonym,Euphorbia tuberosa L.,Indigenous
Fabaceae,Dolichos,orbicularis,(Welw. ex Baker) Baker f.,,,,,,,Synonym,Neorautanenia mitis (A.Rich.) Verdc.,
Malvaceae,Hermannia,denudata,L.f.,var.,erecta,(N.E.Br.) Burtt Davy & Greenway,,,,Accepted,,Indigenous; Endemic
Cactaceae,Opuntia,sp.,,,,,,,,Genus level,,
Crassulaceae,Crassula,setulosa,Harv.,,,,,,,Inclusive,,Indigenous
Asteraceae,Metalasia,adunca,Less.,,,,,,,Accepted,,Indigenous; Endemic
Apocynaceae,Xysmalobium,asperum,N.E.Br.,,,,,,,Accepted,,Indigenous
Fabaceae,Tephrosia,macropoda,(E.Mey.) Harv.,var.,macropoda,,,,,Accepted,,Indigenous
Lobeliaceae,Lobelia,pinifolia,L.,var.,laricina,E.Wimm.,,,,Synonym,Lobelia pinifolia L.,Indigenous
Aizoaceae,Sphalmanthus,brevisepalus,(L.Bolus) L.Bolus,,,,,,,Synonym,Mesembryanthemum spinuliferum Haw.,Indigenous
Zygophyllaceae,Zygophyllum,fulvum,L.,,,,,,,Synonym,Roepera fulva (L.) Beier & Thulin,Indigenous; Endemic
Aizoaceae,Conophytum,difforme,L.Bolus,,,,,,,Synonym,Conophytum bilobum (Marloth) N.E.Br. subsp. bilobum   var. bilobum,Present
Lobeliaceae,Grammatotheca,meyeriana,C.Presl,,,,,,,Synonym,Grammatotheca bergiana (Cham.) C.Presl,Indigenous
Poaceae,Rostraria,pumila,(Desf.) Tzvelev,,,,,,,Synonym,Lophochloa pumila (Desf.) Bor,
Fissidentaceae,Fissidens,sp.,,,,,,,,Genus level,,
Fabaceae,Aspalathus,glossoides,R.Dahlgren,,,,,,,Accepted,,Indigenous; Endemic
Ericaceae,Erica,parviflora,L.,,,,,,,Inclusive,,Indigenous
Lejeuneaceae,Colura,calyptrifolia,(Hook.) Dumort.,,,,,,,Accepted,,Indigenous
Asteraceae,Carduus,sp.,,,,,,,,Genus level,,
Apocynaceae,Trichocaulon,pillansii,N.E.Br.,,,,,,,Synonym,Hoodia grandis (N.E.Br.) Plowes,Present
Proteaceae,Mimetes,capitulatus,R.Br.,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Othonna,rosea,Harv.,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Gnaphalium,subfalcatum,Cabrera,,,,,,,Synonym,Gamochaeta antillana (Urb.) Anderb.,Not indigenous; Naturalised
Asphodelaceae,Trachyandra,affinis,Kunth,,,,,,,Accepted,,Indigenous; Endemic
Iridaceae,Moraea,debilis,Goldblatt,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Plectreca,corymbosa,(Thunb.) Raf.,,,,,,,Synonym,Gymnanthemum corymbosum (L.f.) H.Rob.,Indigenous
Fabaceae,Senegalia,senegal,(L.) Britton,var.,rostrata,(Brenan) Kyal. & Boatwr.,,,,Accepted,,Indigenous
Aizoaceae,Conophytum,markoetterae,Schwantes,,,,,,,Synonym,Conophytum bilobum (Marloth) N.E.Br. subsp. bilobum   var. bilobum,Present
Lobeliaceae,Cyphia,dentariifolia,C.Presl,var.,luttigii,E.Wimm.,,,,Synonym,Cyphia dentariifolia C.Presl,Indigenous; Endemic
Iridaceae,Watsonia,fourcadei,J.W.Mathews & L.Bolus,,,,,,,Accepted,,Indigenous; Endemic
Caryophyllaceae,Silene,bellidifolia,Thunb.,,,,,,,Synonym,Silene ornata Aiton,Indigenous
Asteraceae,Baccharis,sp.,,,,,,,,Genus level,,
Hyacinthaceae,Ornithogalum,pruinosum,F.M.Leight.,,,,,,,Accepted,,Indigenous
Acanthaceae,Justicia,cuneata,Vahl,,,,,,,Inclusive,,Indigenous
Apocynaceae,Astephanus,zeyheri,Turcz.,,,,,,,Accepted,,Indigenous; Endemic
Colchicaceae,Androcymbium,guttatum,Schltr. & K.Krause,,,,,,,Synonym,Colchicum circinatum (Baker) J.C.Manning & Vinn. subsp. circinatum,Indigenous
Iridaceae,Trichonema,parviflorum,(Eckl.) Steud.,,,,,,,Synonym,Romulea rosea (L.) Eckl. var. australis (Ewart) M.P.de Vos,Indigenous
Asteraceae,Metalasia,tenuifolia,DC.,,,,,,,Accepted,,Indigenous; Endemic
Rutaceae,Agathosma,stenosepala,Pillans,,,,,,,Accepted,,Indigenous; Endemic
Cyperaceae,Elynanthus,auritus,Nees,,,,,,,Synonym,Schoenus auritus (Nees) T.L.Elliott & Muasya,Indigenous
Asteraceae,Osteospermum,scabrum,Thunb.,,,,,,,Accepted,,Indigenous; Endemic
Poaceae,Eragrostis,volkensii,Pilg.,,,,,,,Accepted,,Indigenous
Amaranthaceae,Gomphrena,celosioides,Mart.,,,,,,,Accepted,,Not indigenous; Naturalised
Proteaceae,Protea,inopina,Rourke,,,,,,,Accepted,,Indigenous; Endemic
Cyperaceae,Ficinia,eligulata,Gordon-Gray ex Muasya,,,,,,,Accepted,,Indigenous; Endemic
Cyperaceae,Tetraria,exilis,Levyns,,,,,,,Synonym,Schoenus exilis (Levyns) T.L.Elliott & Muasya,Indigenous; Endemic
Asteraceae,Osteospermum,polygaloides,L.,var.,polygaloides,,,,,Accepted,,Indigenous; Endemic
Iridaceae,Moraea,caerulea,Thunb.,,,,,,,Synonym,Aristea bracteata Pers.,Indigenous
Euphorbiaceae,Dalechampia,sp.,,,,,,,,Genus level,,
Iridaceae,Ixia,capillaris,L.f.,var.,aulica,(Aiton) Ker Gawl.,,,,Synonym,Ixia latifolia D.Delaroche,Indigenous
Ruscaceae,Eriospermum,stoloniferum,Marloth,,,,,,,Synonym,Eriospermum capense (L.) Thunb. subsp. stoloniferum (Marloth) P.L.Perry,Present
Celastraceae,Pristimera,peglerae,(Loes.) R.H.Archer,,,,,,,Accepted,,Indigenous; Endemic
Hyacinthaceae,Albuca,littoralis,"(N.R.Crouch, D.Styles, A.J.Beaumont & Mart.-Azorin) J.C.Manning",,,,,,,Accepted,,Indigenous; Endemic
Cannaceae,Canna,sp.,,,,,,,,Genus level,,
Fabaceae,Indigofera,angustifolia,L.,,,,,,,Inclusive,,Indigenous
Asteraceae,Senecio,byrnensis,Hilliard,,,,,,,Accepted,,Indigenous; Endemic
Scrophulariaceae,Manulea,linifolia,Thunb.,,,,,,,Synonym,Chaenostoma uncinatum (Desr.) Kornhall,
Orobanchaceae,Alectra,welwitschii,(Hiern) Hemsl.,,,,,,,Accepted,,Indigenous
Marchantiaceae,Marchantia,pappeana,Lehm.,,,,,,,Inclusive,,Indigenous
Fabaceae,Lotononis,carnosa,(Eckl. & Zeyh.) Benth.,subsp.,carnosa,,,,,Accepted,,Indigenous; Endemic
Gesneriaceae,Streptocarpus,trabeculatus,Hilliard,,,,,,,Accepted,,Indigenous; Endemic
Rhamnaceae,Phylica,costata,Pillans,,,,,,,Accepted,,Indigenous; Endemic
Apocynaceae,Schizoglossum,stenoglossum,Schltr.,,,,,,,Inclusive,,Indigenous
Aizoaceae,Mesembryanthemum,cylindricum,Haw.,,,,,,,Synonym,Calamophyllum cylindricum (Haw.) Schwantes,Indigenous
Fabaceae,Otholobium,fruticans,(L.) C.H.Stirt.,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Conophytum,pellucidum,Schwantes,subsp.,pellucidum,,var.,neohallii,S.A.Hammer,Accepted,,Indigenous; Endemic
Amaranthaceae,Atriplex,erosa,G.Bruckn. & I.Verd.,,,,,,,Accepted,,Indigenous; Endemic
Lejeuneaceae,Taxilejeunea,sp.,,,,,,,,Genus level,,
Aizoaceae,Conophytum,piluliforme,(N.E.Br.) N.E.Br.,subsp.,piluliforme,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Euryops,longipes,DC.,var.,lasiocarpus,B.Nord.,,,,Accepted,,Indigenous; Endemic
Linderniaceae,Lindernia,fugax,R.G.N.Young,,,,,,,Synonym,Crepidorhopalon debilis (Skan) Eb.Fisch.,Indigenous
Asphodelaceae,Haworthia,hemicrypta,(M.B.Bayer) M.Hayashi,,,,,,,Synonym,Haworthia variegata L.Bolus var. hemicrypta M.B.Bayer,Indigenous
Casuarinaceae,Casuarina,sp.,,,,,,,,Genus level,,
Oxalidaceae,Oxalis,hirta,L.,var.,secunda,(Jacq.) T.M.Salter,,,,Accepted,,Indigenous; Endemic
Asteraceae,Oedera,tricephala,(DC.) N.G.Bergh,,,,,,,Accepted,,Indigenous; Endemic
Iridaceae,Moraea,duthieana,L.Bolus,,,,,,,Synonym,Moraea tricolor Andrews,Indigenous
Anacampserotaceae,Anacampseros,lavbleckiana,(G.Will.) Dreher,,,,,,,Accepted,,Indigenous; Endemic
Scrophulariaceae,Jamesbrittenia,stellata,Hilliard,,,,,,,Accepted,,Indigenous; Endemic
Apocynaceae,Piaranthus,comptus,N.E.Br.,var.,ciliatus,N.E.Br.,,,,Synonym,Piaranthus comptus N.E.Br.,Present
Poaceae,Eragrostis,procumbens,Nees,,,,,,,Accepted,,Indigenous
Fabaceae,Acacia,luederitzii,Engl.,var.,luederitzii,,,,,Synonym,Vachellia luederitzii (Engl.) Kyal. & Boatwr. var. luederitzii,Indigenous
Asphodelaceae,Aloe,lineata,(Aiton) Haw.,,,,,,,Inclusive,,Indigenous; Endemic
Rubiaceae,Nenax,acerosa,Gaertn.,subsp.,macrocarpa,(Eckl. & Zeyh.) Puff,,,,Accepted,,Indigenous; Endemic
Amaryllidaceae,Hessea,dregeana,Kunth,,,,,,,Synonym,Hessea breviflora Herb.,Indigenous
Ericaceae,Erica,etheliae,L.Bolus,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Drosanthemum,subcompressum,(Haw.) Schwantes,,,,,,,Accepted,,Indigenous; Endemic
Asphodelaceae,Haworthia,translucens,(Haw.) Haw.,subsp.,tenera,(Poelln.) M.B.Bayer,,,,Synonym,Haworthia cooperi Baker var. tenera (Poelln.) M.B.Bayer,Indigenous
Scrophulariaceae,Selago,prostrata,Hilliard,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Drosanthemum,roseatum,(N.E.Br.) L.Bolus,,,,,,,Synonym,Drosanthemum pulverulentum (Haw.) Schwantes,Indigenous
Convolvulaceae,Ipomoea,involucrata,P.Beauv.,,,,,,,Inclusive,,Indigenous
Hyacinthaceae,Lachenalia,latimerae,W.F.Barker,,,,,,,Accepted,,Indigenous; Endemic
Orchidaceae,Disa,marlothii,Bolus,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Phymaspermum,aciculare,(E.Mey. ex DC.) Benth. & Hook. ex B.D.Jacks.,,,,,,,Accepted,,Indigenous
Fabaceae,Leobordea,adpressa,(N.E.Br.) B.-E.van Wyk & Boatwr.,subsp.,leptantha,(B.-E.van Wyk) B.-E.van Wyk,,,,Accepted,,Indigenous; Endemic
Lobeliaceae,Lobelia,depressa,L.f.,var.,linearifolia,E.Wimm.,,,,Synonym,Lobelia sonderiana (Kuntze) Lammers,
Iridaceae,Syringodea,longituba,(Klatt) Kuntze,subsp.,violacea,(M.P.de Vos) Goldblatt & J.C.Manning,,,,Accepted,,Indigenous; Endemic
Apocynaceae,Stapelia,woodfordiana,(Haw.) Schult.,,,,,,,Synonym,Orbea variegata (L.) Haw.,Indigenous
Aspleniaceae,Asplenium,splendens,Kunze,subsp.,splendens,,,,,Accepted,,Indigenous
Rutaceae,Ptaeroxylon,sp.,,,,,,,,Genus level,,
Hyacinthaceae,Idothea,drimioides,Kunth,,,,,,,Synonym,Drimia physodes (Jacq.) Jessop,Indigenous
Ericaceae,Erica,regia,Bartl.,var.,variegata,Bolus,,,,Synonym,Erica regia Bartl. subsp. regia,Indigenous
Apiaceae,Peucedanum,montanum,(Eckl. & Zeyh.) Druce,,,,,,,Synonym,Notobubon montanum (Eckl. & Zeyh.) Magee,Indigenous
Lobeliaceae,Lobelia,trullifolia,Hemsl.,,,,,,,Inclusive,,Indigenous
Amaryllidaceae,Brunsvigia,rosea,(Lam.) L.S.Hannibal,,,,,,,Synonym,Amaryllis belladonna L.,Indigenous
Fabaceae,Indigofera,capillaris,Thunb.,,,,,,,Accepted,,Indigenous; Endemic
Fabaceae,Aspalathus,barbata,(Lam.) R.Dahlgren,,,,,,,Accepted,,Indigenous; Endemic
Lobeliaceae,Lobelia,seineri,Schltr.,,,,,,,Synonym,Lobelia sonderiana (Kuntze) Lammers,
Iridaceae,Dierama,ambiguum,Hilliard,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Conophytum,ratum,S.A.Hammer,,,,,,,Accepted,,Indigenous; Endemic
Funariaceae,Funaria,limbata,(Mull.Hal.) Broth.,,,,,,,Accepted,,Indigenous
Aizoaceae,Lampranthus,suavissimus,(L.Bolus) L.Bolus,,,,,,,Inclusive,,Indigenous
Geraniaceae,Erodium,cicutarium,(L.) L'Her.,,,,,,,Accepted,,Not indigenous; Naturalised; Invasive
Aizoaceae,Glottiphyllum,cruciatum,(Haw.) N.E.Br.,,,,,,,Accepted,,Indigenous; Endemic
Apocynaceae,Lasiostelma,longifolium,(Schltr.) Schltr.,,,,,,,Synonym,Ceropegia longifoliata Bruyns,Indigenous
Asteraceae,Gymnanthemum,mespilifolium,(Less.) H.Rob.,,,,,,,Synonym,Gymnanthemum capense (A.Spreng.) J.C.Manning & Swelank.,Indigenous
Apocynaceae,Tylophora,mayottae,"W.D.Stevens, Labat & F.Barthelat",,,,,,,Synonym,Vincetoxicum anomalum (N.E.Br.) Meve & Liede,
Dryopteridaceae,Arachniodes,webbiana,(A.Braun) Schelpe,subsp.,foliosa,"(C.Chr.) Gibby, Rasbach, Reichst., Widen & Viane",,,,Accepted,,Indigenous
Ericaceae,Erica,zeyheriana,(Klotzsch) E.G.H.Oliv.,,,,,,,Accepted,,Indigenous; Endemic
Hyacinthaceae,Ornithogalum,petraeum,Fourc.,,,,,,,Accepted,,Indigenous; Endemic
Fabaceae,Hypocalyptus,sp.,,,,,,,,Genus level,,
Oxalidaceae,Oxalis,rhomboidea,T.M.Salter,,,,,,,Accepted,,Indigenous; Endemic
Apocynaceae,Huernia,procumbens,(R.A.Dyer) L.C.Leach,,,,,,,Accepted,,Indigenous
Apocynaceae,Hoodia,lugardii,N.E.Br.,,,,,,,Synonym,Hoodia currorii (Hook.) Decne. subsp. lugardii (N.E.Br.) Bruyns,Present
Scrophulariaceae,Melanospermum,transvaalense,(Hiern) Hilliard,,,,,,,Accepted,,Indigenous; Endemic
Euphorbiaceae,Manihot,grahamii,Hook.,,,,,,,Accepted,,Not indigenous; Naturalised
Oleaceae,Olea,perrieri,A.Chev. ex H.Perrier,,,,,,,Synonym,Olea capensis L. subsp. macrocarpa (C.H.Wright) I.Verd.,
Poaceae,Ehrharta,rupestris,Nees ex Trin.,subsp.,dodii,(Stapf) Gibbs Russ.,,,,Accepted,,Indigenous; Endemic
Agavaceae,Agave,salmiana,Otto ex Salm-Dyck,subsp.,salmiana,,,,,Accepted,,Not indigenous; Cultivated; Naturalised
Acanthaceae,Barleria,petrophila,Lindau,,,,,,,Synonym,Barleria senensis Klotzsch,Indigenous
Poaceae,Catapodium,sp.,,,,,,,,Genus level,,
Iridaceae,Moraea,sp.,,,,,,,,Genus level,,
Aizoaceae,Conophytum,fulleri,L.Bolus,,,,,,,Accepted,,Indigenous; Endemic
Campanulaceae,Wahlenbergia,macrostachys,(A.DC.) Lammers,,,,,,,Accepted,,Indigenous; Endemic
Scrophulariaceae,Selago,mediocris,Hilliard,,,,,,,Accepted,,Indigenous; Endemic
Ericaceae,Syndesmanthus,viscosus,(Bolus) N.E.Br.,,,,,,,Synonym,Erica viscosissima E.G.H.Oliv.,Indigenous
Apiaceae,Arctopus,sp.,,,,,,,,Genus level,,
Ericaceae,Erica,filipendula,Benth.,,,,,,,Inclusive,,Indigenous
Apocynaceae,Asclepias,rivularis,(Schltr.) Schltr.,,,,,,,Synonym,Gomphocarpus rivularis Schltr.,Present
Convolvulaceae,Convolvulus,sublobatus,L.f.,,,,,,,Synonym,Hewittia malabarica (L.) Suresh,Present
Asteraceae,Montanoa,bipinnatifida,(Kunth) K.Koch,,,,,,,Accepted,,Not indigenous; Naturalised
Iridaceae,Moraea,pendula,(Goldblatt) Goldblatt,,,,,,,Accepted,,Indigenous; Endemic
Amaranthaceae,Cyathula,natalensis,Sond.,,,,,,,Accepted,,Indigenous
Thymelaeaceae,Struthiola,ciliata,(L.) Lam.,,,,,,,Inclusive,,Indigenous; Endemic
Ebenaceae,Diospyros,usambarensis,F.White,,,,,,,Synonym,Diospyros loureiroana G.Don,Indigenous
Asteraceae,Aster,harveyanus,Kuntze,,,,,,,Synonym,Afroaster serrulatus (Harv.) J.C.Manning & Goldblatt,Indigenous
Celastraceae,Maytenus,mossambicensis,(Klotzsch) Blakelock,,,,,,,Synonym,Gymnosporia mossambicensis (Klotzsch) Loes.,Indigenous
Amaryllidaceae,Cyrtanthus,loddigesianus,(Herb.) R.A.Dyer,,,,,,,Accepted,,Indigenous; Endemic
Apocynaceae,Landolphia,petersiana,(Klotzsch) Dyer ex Hook.f.,var.,rotundifolia,Dewevre,,,,Synonym,Ancylobothrys petersiana (Klotzsch) Pierre,
Fabaceae,Abrus,cyaneus,R.Vig.,,,,,,,Synonym,Abrus precatorius L. subsp. africanus Verdc.,
Crassulaceae,Crassula,barbata,Thunb.,subsp.,broomii,(Schonland) Toelken,,,,Accepted,,Indigenous; Endemic
Proteaceae,Leucadendron,longicaule,(Salisb. ex Knight) I.Williams,,,,,,,Synonym,Leucadendron linifolium (Jacq.) R.Br.,Indigenous
Leskeaceae,Leskeella,sp.,,,,,,,,Genus level,,
Santalaceae,Thesidium,longifolium,A.W.Hill,,,,,,,Synonym,"Thesium longicaule Zhigila, Verboom & Muasya",Indigenous
Oleaceae,Olea,capensis,L.,subsp.,capensis,,,,,Accepted,,Indigenous; Endemic
Poaceae,Sporobolus,spicatus,(Vahl) Kunth,,,,,,,Accepted,,Indigenous
Asteraceae,Geigeria,brevifolia,(DC.) Harv.,,,,,,,Accepted,,Indigenous
Asteraceae,Arctotis,fastuosa,Jacq.,,,,,,,Accepted,,Indigenous
Rhamnaceae,Phylica,recurvifolia,Eckl. & Zeyh.,,,,,,,Accepted,,Indigenous; Endemic
Ericaceae,Simocheilus,subrigidus,N.E.Br.,,,,,,,Synonym,Erica glabella Thunb. subsp. laevis E.G.H.Oliv.,Indigenous
Crassulaceae,Kalanchoe,paniculata,Harv.,,,,,,,Accepted,,Indigenous
Asteraceae,Relhania,corymbosa,(Bolus) K.Bremer,,,,,,,Synonym,Oedera corymbosa (Bolus) N.G.Bergh,Indigenous; Endemic
Potamogetonaceae,Vleisia,aschersoniana,(Graebn.) Toml. & Posl.,,,,,,,Synonym,Pseudalthenia aschersoniana (Graebn.) Hartog,Indigenous
Oleaceae,Olea,ferruginea,Royle,,,,,,,Synonym,Olea europaea L. subsp. cuspidata (Wall. ex G.Don) Cif.,
Scrophulariaceae,Sutera,racemosa,(Benth.) Kuntze,,,,,,,Synonym,Chaenostoma racemosum Benth.,Indigenous; Endemic
Juncaceae,Juncus,rigidus,Desf.,,,,,,,Accepted,,Indigenous
Ericaceae,Erica,garciae,E.G.H.Oliv.,,,,,,,Accepted,,Indigenous
Cyperaceae,Cyperus,cuspidatus,Kunth,,,,,,,Accepted,,Indigenous
Acanthaceae,Blepharis,diversispina,auct.,,,,,,,misap,Blepharis grossa (Nees) T.Anderson,
Fabaceae,Aspalathus,biflora,E.Mey.,,,,,,,Inclusive,,Indigenous
Aizoaceae,Ruschia,nelii,Schwantes,,,,,,,Accepted,,Indigenous; Endemic
